FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
1,IP,Stimulants,Sex,Female,15,03/01/2024,03/31/2024,1.114268382,Percent
1,IP,Cannabis,Sex,Female,15,03/01/2024,03/31/2024,1.305833147,Percent
1,IP,Benzodiazepine,Sex,Female,15,03/01/2024,03/31/2024,0.434213467,Percent
1,IP,All Drugs,Sex,Female,16,04/01/2024,04/30/2024,28.02846616,Percent
1,IP,All Opioids,Sex,Female,16,04/01/2024,04/30/2024,2.150706931,Percent
1,IP,Stimulants,Sex,Female,16,04/01/2024,04/30/2024,1.12101269,Percent
1,IP,Cannabis,Sex,Female,16,04/01/2024,04/30/2024,1.338287622,Percent
1,IP,Benzodiazepine,Sex,Female,16,04/01/2024,04/30/2024,0.406209655,Percent
1,IP,All Drugs,Sex,Female,17,05/01/2024,05/31/2024,28.154108,Percent
1,IP,All Opioids,Sex,Female,17,05/01/2024,05/31/2024,2.005260715,Percent
1,IP,Stimulants,Sex,Female,17,05/01/2024,05/31/2024,1.312084171,Percent
1,IP,Cannabis,Sex,Female,17,05/01/2024,05/31/2024,1.23162618,Percent
1,IP,Benzodiazepine,Sex,Female,17,05/01/2024,05/31/2024,0.377533653,Percent
1,IP,All Drugs,Sex,Female,18,06/01/2024,06/30/2024,27.51268384,Percent
1,IP,All Opioids,Sex,Female,18,06/01/2024,06/30/2024,2.250979385,Percent
1,IP,Stimulants,Sex,Female,18,06/01/2024,06/30/2024,1.088562071,Percent
1,IP,Cannabis,Sex,Female,18,06/01/2024,06/30/2024,1.290861216,Percent
1,IP,Benzodiazepine,Sex,Female,18,06/01/2024,06/30/2024,0.398176097,Percent
1,IP,All Drugs,Sex,Female,19,07/01/2024,07/31/2024,27.90134946,Percent
1,IP,All Opioids,Sex,Female,19,07/01/2024,07/31/2024,2.3669924,Percent
1,IP,Stimulants,Sex,Female,19,07/01/2024,07/31/2024,1.098185202,Percent
1,IP,Cannabis,Sex,Female,19,07/01/2024,07/31/2024,1.253296107,Percent
1,IP,Benzodiazepine,Sex,Female,19,07/01/2024,07/31/2024,0.400186133,Percent
1,IP,All Drugs,Sex,Female,20,08/01/2024,08/31/2024,27.20656263,Percent
1,IP,All Opioids,Sex,Female,20,08/01/2024,08/31/2024,2.331462407,Percent
1,IP,Stimulants,Sex,Female,20,08/01/2024,08/31/2024,1.286005058,Percent
1,IP,Cannabis,Sex,Female,20,08/01/2024,08/31/2024,1.221242213,Percent
1,IP,Benzodiazepine,Sex,Female,20,08/01/2024,08/31/2024,0.431752298,Percent
1,IP,All Drugs,Sex,Female,21,09/01/2024,09/30/2024,27.63675939,Percent
1,IP,All Opioids,Sex,Female,21,09/01/2024,09/30/2024,2.301462821,Percent
1,IP,Stimulants,Sex,Female,21,09/01/2024,09/30/2024,1.161934637,Percent
1,IP,Cannabis,Sex,Female,21,09/01/2024,09/30/2024,1.177939247,Percent
1,IP,Benzodiazepine,Sex,Female,21,09/01/2024,09/30/2024,0.32649403,Percent
1,IP,All Drugs,Sex,Female,22,10/01/2024,10/31/2024,27.90073776,Percent
1,IP,All Opioids,Sex,Female,22,10/01/2024,10/31/2024,2.268154381,Percent
1,IP,Stimulants,Sex,Female,22,10/01/2024,10/31/2024,1.228583623,Percent
1,IP,Cannabis,Sex,Female,22,10/01/2024,10/31/2024,1.271263947,Percent
1,IP,Benzodiazepine,Sex,Female,22,10/01/2024,10/31/2024,0.362782757,Percent
1,IP,All Drugs,Sex,Female,23,11/01/2024,11/30/2024,27.38334707,Percent
1,IP,All Opioids,Sex,Female,23,11/01/2024,11/30/2024,2.212695796,Percent
1,IP,Stimulants,Sex,Female,23,11/01/2024,11/30/2024,1.180544106,Percent
1,IP,Cannabis,Sex,Female,23,11/01/2024,11/30/2024,1.230008244,Percent
1,IP,Benzodiazepine,Sex,Female,23,11/01/2024,11/30/2024,0.336356142,Percent
1,IP,All Drugs,Sex,Female,24,12/01/2024,12/31/2024,28.51402606,Percent
1,IP,All Opioids,Sex,Female,24,12/01/2024,12/31/2024,2.117991663,Percent
1,IP,Stimulants,Sex,Female,24,12/01/2024,12/31/2024,0.987645049,Percent
1,IP,Cannabis,Sex,Female,24,12/01/2024,12/31/2024,1.171654963,Percent
1,IP,Benzodiazepine,Sex,Female,24,12/01/2024,12/31/2024,0.337977393,Percent
1,IP,All Drugs,Sex,Male,1,01/01/2023,01/31/2023,30.10014415,Percent
1,IP,All Opioids,Sex,Male,1,01/01/2023,01/31/2023,2.951217662,Percent
1,IP,Stimulants,Sex,Male,1,01/01/2023,01/31/2023,2.272209999,Percent
1,IP,Cannabis,Sex,Male,1,01/01/2023,01/31/2023,1.968742887,Percent
1,IP,Benzodiazepine,Sex,Male,1,01/01/2023,01/31/2023,0.489340718,Percent
1,IP,All Drugs,Sex,Male,2,02/01/2023,02/28/2023,30.59305387,Percent
1,IP,All Opioids,Sex,Male,2,02/01/2023,02/28/2023,3.101099177,Percent
1,IP,Stimulants,Sex,Male,2,02/01/2023,02/28/2023,2.561959293,Percent
1,IP,Cannabis,Sex,Male,2,02/01/2023,02/28/2023,1.935052451,Percent
1,IP,Benzodiazepine,Sex,Male,2,02/01/2023,02/28/2023,0.4764492,Percent
1,IP,All Drugs,Sex,Male,3,03/01/2023,03/31/2023,30.65540692,Percent
1,IP,All Opioids,Sex,Male,3,03/01/2023,03/31/2023,3.045362828,Percent
1,IP,Stimulants,Sex,Male,3,03/01/2023,03/31/2023,2.552126149,Percent
1,IP,Cannabis,Sex,Male,3,03/01/2023,03/31/2023,2.170988715,Percent
1,IP,Benzodiazepine,Sex,Male,3,03/01/2023,03/31/2023,0.425977132,Percent
1,IP,All Drugs,Sex,Male,4,04/01/2023,04/30/2023,30.86604263,Percent
1,IP,All Opioids,Sex,Male,4,04/01/2023,04/30/2023,2.9694014,Percent
1,IP,Stimulants,Sex,Male,4,04/01/2023,04/30/2023,2.670494769,Percent
1,IP,Cannabis,Sex,Male,4,04/01/2023,04/30/2023,2.088413435,Percent
1,IP,Benzodiazepine,Sex,Male,4,04/01/2023,04/30/2023,0.527019586,Percent
1,IP,All Drugs,Sex,Male,5,05/01/2023,05/31/2023,31.1121999,Percent
1,IP,All Opioids,Sex,Male,5,05/01/2023,05/31/2023,2.992499906,Percent
1,IP,Stimulants,Sex,Male,5,05/01/2023,05/31/2023,2.683450797,Percent
1,IP,Cannabis,Sex,Male,5,05/01/2023,05/31/2023,2.095503712,Percent
1,IP,Benzodiazepine,Sex,Male,5,05/01/2023,05/31/2023,0.52764482,Percent
1,IP,All Drugs,Sex,Male,6,06/01/2023,06/30/2023,31.25776398,Percent
1,IP,All Opioids,Sex,Male,6,06/01/2023,06/30/2023,2.942546584,Percent
1,IP,Stimulants,Sex,Male,6,06/01/2023,06/30/2023,2.534937888,Percent
1,IP,Cannabis,Sex,Male,6,06/01/2023,06/30/2023,2.135093168,Percent
1,IP,Benzodiazepine,Sex,Male,6,06/01/2023,06/30/2023,0.493012422,Percent
1,IP,All Drugs,Sex,Male,7,07/01/2023,07/31/2023,31.61366135,Percent
1,IP,All Opioids,Sex,Male,7,07/01/2023,07/31/2023,3.112088245,Percent
1,IP,Stimulants,Sex,Male,7,07/01/2023,07/31/2023,2.59656571,Percent
1,IP,Cannabis,Sex,Male,7,07/01/2023,07/31/2023,2.126530458,Percent
1,IP,Benzodiazepine,Sex,Male,7,07/01/2023,07/31/2023,0.477616466,Percent
1,IP,All Drugs,Sex,Male,8,08/01/2023,08/31/2023,31.74420333,Percent
1,IP,All Opioids,Sex,Male,8,08/01/2023,08/31/2023,2.980083234,Percent
1,IP,Stimulants,Sex,Male,8,08/01/2023,08/31/2023,2.775713436,Percent
1,IP,Cannabis,Sex,Male,8,08/01/2023,08/31/2023,2.262931034,Percent
1,IP,Benzodiazepine,Sex,Male,8,08/01/2023,08/31/2023,0.475624257,Percent
1,IP,All Drugs,Sex,Male,9,09/01/2023,09/30/2023,30.95644086,Percent
1,IP,All Opioids,Sex,Male,9,09/01/2023,09/30/2023,3.13904821,Percent
1,IP,Stimulants,Sex,Male,9,09/01/2023,09/30/2023,2.522864672,Percent
1,IP,Cannabis,Sex,Male,9,09/01/2023,09/30/2023,2.077197334,Percent
1,IP,Benzodiazepine,Sex,Male,9,09/01/2023,09/30/2023,0.457293443,Percent
1,IP,All Drugs,Sex,Male,10,10/01/2023,10/31/2023,31.38168935,Percent
1,IP,All Opioids,Sex,Male,10,10/01/2023,10/31/2023,3.009509603,Percent
1,IP,Stimulants,Sex,Male,10,10/01/2023,10/31/2023,2.424016409,Percent
1,IP,Cannabis,Sex,Male,10,10/01/2023,10/31/2023,1.875815775,Percent
1,IP,Benzodiazepine,Sex,Male,10,10/01/2023,10/31/2023,0.481074026,Percent
1,IP,All Drugs,Sex,Male,11,11/01/2023,11/30/2023,30.40356334,Percent
1,IP,All Opioids,Sex,Male,11,11/01/2023,11/30/2023,2.826095304,Percent
1,IP,Stimulants,Sex,Male,11,11/01/2023,11/30/2023,2.396037323,Percent
1,IP,Cannabis,Sex,Male,11,11/01/2023,11/30/2023,1.985178359,Percent
1,IP,Benzodiazepine,Sex,Male,11,11/01/2023,11/30/2023,0.464616212,Percent
1,IP,All Drugs,Sex,Male,12,12/01/2023,12/31/2023,29.10353535,Percent
1,IP,All Opioids,Sex,Male,12,12/01/2023,12/31/2023,2.592097445,Percent
1,IP,Stimulants,Sex,Male,12,12/01/2023,12/31/2023,2.361853832,Percent
1,IP,Cannabis,Sex,Male,12,12/01/2023,12/31/2023,1.797385621,Percent
1,IP,Benzodiazepine,Sex,Male,12,12/01/2023,12/31/2023,0.423351159,Percent
1,IP,All Drugs,Sex,Male,13,01/01/2024,01/31/2024,30.03513093,Percent
1,IP,All Opioids,Sex,Male,13,01/01/2024,01/31/2024,2.658360798,Percent
1,IP,Stimulants,Sex,Male,13,01/01/2024,01/31/2024,2.531599725,Percent
1,IP,Cannabis,Sex,Male,13,01/01/2024,01/31/2024,1.905037847,Percent
1,IP,Benzodiazepine,Sex,Male,13,01/01/2024,01/31/2024,0.470826844,Percent
1,IP,All Drugs,Sex,Male,14,02/01/2024,02/29/2024,30.59964378,Percent
1,IP,All Opioids,Sex,Male,14,02/01/2024,02/29/2024,2.798337621,Percent
1,IP,Stimulants,Sex,Male,14,02/01/2024,02/29/2024,2.418365328,Percent
1,IP,Cannabis,Sex,Male,14,02/01/2024,02/29/2024,1.95131605,Percent
1,IP,Benzodiazepine,Sex,Male,14,02/01/2024,02/29/2024,0.459133188,Percent
1,IP,All Drugs,Sex,Male,15,03/01/2024,03/31/2024,30.59251209,Percent
1,IP,All Opioids,Sex,Male,15,03/01/2024,03/31/2024,2.773301353,Percent
1,IP,Stimulants,Sex,Male,15,03/01/2024,03/31/2024,2.548439081,Percent
1,IP,Cannabis,Sex,Male,15,03/01/2024,03/31/2024,2.068732901,Percent
1,IP,Benzodiazepine,Sex,Male,15,03/01/2024,03/31/2024,0.43848143,Percent
1,IP,All Drugs,Sex,Male,16,04/01/2024,04/30/2024,30.49212085,Percent
1,IP,All Opioids,Sex,Male,16,04/01/2024,04/30/2024,2.827552807,Percent
1,IP,Stimulants,Sex,Male,16,04/01/2024,04/30/2024,2.622657676,Percent
1,IP,Cannabis,Sex,Male,16,04/01/2024,04/30/2024,2.004246917,Percent
1,IP,Benzodiazepine,Sex,Male,16,04/01/2024,04/30/2024,0.443318556,Percent
1,IP,All Drugs,Sex,Male,17,05/01/2024,05/31/2024,30.47115808,Percent
1,IP,All Opioids,Sex,Male,17,05/01/2024,05/31/2024,2.748422134,Percent
1,IP,Stimulants,Sex,Male,17,05/01/2024,05/31/2024,2.498899163,Percent
1,IP,Cannabis,Sex,Male,17,05/01/2024,05/31/2024,2.212681638,Percent
1,IP,Benzodiazepine,Sex,Male,17,05/01/2024,05/31/2024,0.466020843,Percent
1,IP,All Drugs,Sex,Male,18,06/01/2024,06/30/2024,30.76923077,Percent
1,IP,All Opioids,Sex,Male,18,06/01/2024,06/30/2024,2.723175397,Percent
1,IP,Stimulants,Sex,Male,18,06/01/2024,06/30/2024,2.522440632,Percent
1,IP,Cannabis,Sex,Male,18,06/01/2024,06/30/2024,2.049009582,Percent
1,IP,Benzodiazepine,Sex,Male,18,06/01/2024,06/30/2024,0.443131462,Percent
1,IP,All Drugs,Sex,Male,19,07/01/2024,07/31/2024,31.26335175,Percent
1,IP,All Opioids,Sex,Male,19,07/01/2024,07/31/2024,2.913443831,Percent
1,IP,Stimulants,Sex,Male,19,07/01/2024,07/31/2024,2.644567219,Percent
1,IP,Cannabis,Sex,Male,19,07/01/2024,07/31/2024,2.162062615,Percent
1,IP,Benzodiazepine,Sex,Male,19,07/01/2024,07/31/2024,0.519337017,Percent
1,IP,All Drugs,Sex,Male,20,08/01/2024,08/31/2024,30.57730832,Percent
1,IP,All Opioids,Sex,Male,20,08/01/2024,08/31/2024,3.008559461,Percent
1,IP,Stimulants,Sex,Male,20,08/01/2024,08/31/2024,2.596976871,Percent
1,IP,Cannabis,Sex,Male,20,08/01/2024,08/31/2024,2.203605901,Percent
1,IP,Benzodiazepine,Sex,Male,20,08/01/2024,08/31/2024,0.484429066,Percent
1,IP,All Drugs,Sex,Male,21,09/01/2024,09/30/2024,30.8045458,Percent
1,IP,All Opioids,Sex,Male,21,09/01/2024,09/30/2024,2.743282908,Percent
1,IP,Stimulants,Sex,Male,21,09/01/2024,09/30/2024,2.49115677,Percent
1,IP,Cannabis,Sex,Male,21,09/01/2024,09/30/2024,2.190110634,Percent
1,IP,Benzodiazepine,Sex,Male,21,09/01/2024,09/30/2024,0.421464589,Percent
1,IP,All Drugs,Sex,Male,22,10/01/2024,10/31/2024,30.79442785,Percent
1,IP,All Opioids,Sex,Male,22,10/01/2024,10/31/2024,2.717684749,Percent
1,IP,Stimulants,Sex,Male,22,10/01/2024,10/31/2024,2.46931356,Percent
1,IP,Cannabis,Sex,Male,22,10/01/2024,10/31/2024,2.019365754,Percent
1,IP,Benzodiazepine,Sex,Male,22,10/01/2024,10/31/2024,0.471545301,Percent
1,IP,All Drugs,Sex,Male,23,11/01/2024,11/30/2024,30.69651158,Percent
1,IP,All Opioids,Sex,Male,23,11/01/2024,11/30/2024,2.785265049,Percent
1,IP,Stimulants,Sex,Male,23,11/01/2024,11/30/2024,2.433688816,Percent
1,IP,Cannabis,Sex,Male,23,11/01/2024,11/30/2024,2.113363803,Percent
1,IP,Benzodiazepine,Sex,Male,23,11/01/2024,11/30/2024,0.484393922,Percent
1,IP,All Drugs,Sex,Male,24,12/01/2024,12/31/2024,32.21294734,Percent
1,IP,All Opioids,Sex,Male,24,12/01/2024,12/31/2024,2.513098304,Percent
1,IP,Stimulants,Sex,Male,24,12/01/2024,12/31/2024,2.149009857,Percent
1,IP,Cannabis,Sex,Male,24,12/01/2024,12/31/2024,1.904804191,Percent
1,IP,Benzodiazepine,Sex,Male,24,12/01/2024,12/31/2024,0.510611846,Percent
1,IP,All Drugs,Total,Total,1,01/01/2023,01/31/2023,27.93325404,Percent
1,IP,All Opioids,Total,Total,1,01/01/2023,01/31/2023,2.541453859,Percent
1,IP,Stimulants,Total,Total,1,01/01/2023,01/31/2023,1.691387392,Percent
1,IP,Cannabis,Total,Total,1,01/01/2023,01/31/2023,1.544462324,Percent
1,IP,Benzodiazepine,Total,Total,1,01/01/2023,01/31/2023,0.468760932,Percent
1,IP,All Drugs,Total,Total,2,02/01/2023,02/28/2023,27.90720043,Percent
1,IP,All Opioids,Total,Total,2,02/01/2023,02/28/2023,2.633553277,Percent
1,IP,Stimulants,Total,Total,2,02/01/2023,02/28/2023,1.798664948,Percent
1,IP,Cannabis,Total,Total,2,02/01/2023,02/28/2023,1.560125426,Percent
1,IP,Benzodiazepine,Total,Total,2,02/01/2023,02/28/2023,0.44245234,Percent
1,IP,All Drugs,Total,Total,3,03/01/2023,03/31/2023,28.25220022,Percent
1,IP,All Opioids,Total,Total,3,03/01/2023,03/31/2023,2.550880088,Percent
1,IP,Stimulants,Total,Total,3,03/01/2023,03/31/2023,1.791116612,Percent
1,IP,Cannabis,Total,Total,3,03/01/2023,03/31/2023,1.708608361,Percent
1,IP,Benzodiazepine,Total,Total,3,03/01/2023,03/31/2023,0.443481848,Percent
1,IP,All Drugs,Total,Total,4,04/01/2023,04/30/2023,28.56020895,Percent
1,IP,All Opioids,Total,Total,4,04/01/2023,04/30/2023,2.55155157,Percent
1,IP,Stimulants,Total,Total,4,04/01/2023,04/30/2023,1.820971306,Percent
1,IP,Cannabis,Total,Total,4,04/01/2023,04/30/2023,1.72051652,Percent
1,IP,Benzodiazepine,Total,Total,4,04/01/2023,04/30/2023,0.482182974,Percent
1,IP,All Drugs,Total,Total,5,05/01/2023,05/31/2023,29.17754342,Percent
1,IP,All Opioids,Total,Total,5,05/01/2023,05/31/2023,2.695694546,Percent
1,IP,Stimulants,Total,Total,5,05/01/2023,05/31/2023,1.921269709,Percent
1,IP,Cannabis,Total,Total,5,05/01/2023,05/31/2023,1.695033239,Percent
1,IP,Benzodiazepine,Total,Total,5,05/01/2023,05/31/2023,0.478577147,Percent
1,IP,All Drugs,Total,Total,6,06/01/2023,06/30/2023,29.00850959,Percent
1,IP,All Opioids,Total,Total,6,06/01/2023,06/30/2023,2.651742523,Percent
1,IP,Stimulants,Total,Total,6,06/01/2023,06/30/2023,1.843155256,Percent
1,IP,Cannabis,Total,Total,6,06/01/2023,06/30/2023,1.638360227,Percent
1,IP,Benzodiazepine,Total,Total,6,06/01/2023,06/30/2023,0.44313407,Percent
1,IP,All Drugs,Total,Total,7,07/01/2023,07/31/2023,29.4501447,Percent
1,IP,All Opioids,Total,Total,7,07/01/2023,07/31/2023,2.792247654,Percent
1,IP,Stimulants,Total,Total,7,07/01/2023,07/31/2023,1.959133561,Percent
1,IP,Cannabis,Total,Total,7,07/01/2023,07/31/2023,1.673243883,Percent
1,IP,Benzodiazepine,Total,Total,7,07/01/2023,07/31/2023,0.480575287,Percent
1,IP,All Drugs,Total,Total,8,08/01/2023,08/31/2023,29.53374045,Percent
1,IP,All Opioids,Total,Total,8,08/01/2023,08/31/2023,2.629833126,Percent
1,IP,Stimulants,Total,Total,8,08/01/2023,08/31/2023,1.93240002,Percent
1,IP,Cannabis,Total,Total,8,08/01/2023,08/31/2023,1.724871145,Percent
1,IP,Benzodiazepine,Total,Total,8,08/01/2023,08/31/2023,0.454182047,Percent
1,IP,All Drugs,Total,Total,9,09/01/2023,09/30/2023,28.85407786,Percent
1,IP,All Opioids,Total,Total,9,09/01/2023,09/30/2023,2.724495595,Percent
1,IP,Stimulants,Total,Total,9,09/01/2023,09/30/2023,1.795609548,Percent
1,IP,Cannabis,Total,Total,9,09/01/2023,09/30/2023,1.610897982,Percent
1,IP,Benzodiazepine,Total,Total,9,09/01/2023,09/30/2023,0.42625746,Percent
1,IP,All Drugs,Total,Total,10,10/01/2023,10/31/2023,29.07458917,Percent
1,IP,All Opioids,Total,Total,10,10/01/2023,10/31/2023,2.569922015,Percent
1,IP,Stimulants,Total,Total,10,10/01/2023,10/31/2023,1.755942731,Percent
1,IP,Cannabis,Total,Total,10,10/01/2023,10/31/2023,1.503387314,Percent
1,IP,Benzodiazepine,Total,Total,10,10/01/2023,10/31/2023,0.470981724,Percent
1,IP,All Drugs,Total,Total,11,11/01/2023,11/30/2023,28.32606708,Percent
1,IP,All Opioids,Total,Total,11,11/01/2023,11/30/2023,2.508614022,Percent
1,IP,Stimulants,Total,Total,11,11/01/2023,11/30/2023,1.708740595,Percent
1,IP,Cannabis,Total,Total,11,11/01/2023,11/30/2023,1.636664088,Percent
1,IP,Benzodiazepine,Total,Total,11,11/01/2023,11/30/2023,0.421911258,Percent
1,IP,All Drugs,Total,Total,12,12/01/2023,12/31/2023,27.75737492,Percent
1,IP,All Opioids,Total,Total,12,12/01/2023,12/31/2023,2.300872863,Percent
1,IP,Stimulants,Total,Total,12,12/01/2023,12/31/2023,1.653485472,Percent
1,IP,Cannabis,Total,Total,12,12/01/2023,12/31/2023,1.462173104,Percent
1,IP,Benzodiazepine,Total,Total,12,12/01/2023,12/31/2023,0.415079514,Percent
1,IP,All Drugs,Total,Total,13,01/01/2024,01/31/2024,28.1326534,Percent
1,IP,All Opioids,Total,Total,13,01/01/2024,01/31/2024,2.381990808,Percent
1,IP,Stimulants,Total,Total,13,01/01/2024,01/31/2024,1.788170564,Percent
1,IP,Cannabis,Total,Total,13,01/01/2024,01/31/2024,1.487905526,Percent
1,IP,Benzodiazepine,Total,Total,13,01/01/2024,01/31/2024,0.419364579,Percent
1,IP,All Drugs,Total,Total,14,02/01/2024,02/29/2024,28.4576169,Percent
1,IP,All Opioids,Total,Total,14,02/01/2024,02/29/2024,2.408317649,Percent
1,IP,Stimulants,Total,Total,14,02/01/2024,02/29/2024,1.721271036,Percent
1,IP,Cannabis,Total,Total,14,02/01/2024,02/29/2024,1.598845177,Percent
1,IP,Benzodiazepine,Total,Total,14,02/01/2024,02/29/2024,0.456812908,Percent
1,IP,All Drugs,Total,Total,15,03/01/2024,03/31/2024,28.83077029,Percent
1,IP,All Opioids,Total,Total,15,03/01/2024,03/31/2024,2.475691332,Percent
1,IP,Stimulants,Total,Total,15,03/01/2024,03/31/2024,1.774015585,Percent
1,IP,Cannabis,Total,Total,15,03/01/2024,03/31/2024,1.656782291,Percent
1,IP,Benzodiazepine,Total,Total,15,03/01/2024,03/31/2024,0.436176815,Percent
1,IP,All Drugs,Total,Total,16,04/01/2024,04/30/2024,29.15699659,Percent
1,IP,All Opioids,Total,Total,16,04/01/2024,04/30/2024,2.460750853,Percent
1,IP,Stimulants,Total,Total,16,04/01/2024,04/30/2024,1.80887372,Percent
1,IP,Cannabis,Total,Total,16,04/01/2024,04/30/2024,1.64334471,Percent
1,IP,Benzodiazepine,Total,Total,16,04/01/2024,04/30/2024,0.423208191,Percent
1,IP,All Drugs,Total,Total,17,05/01/2024,05/31/2024,29.2141622,Percent
1,IP,All Opioids,Total,Total,17,05/01/2024,05/31/2024,2.345258281,Percent
1,IP,Stimulants,Total,Total,17,05/01/2024,05/31/2024,1.855053973,Percent
1,IP,Cannabis,Total,Total,17,05/01/2024,05/31/2024,1.680460658,Percent
1,IP,Benzodiazepine,Total,Total,17,05/01/2024,05/31/2024,0.418016687,Percent
1,IP,All Drugs,Total,Total,18,06/01/2024,06/30/2024,29.00686419,Percent
1,IP,All Opioids,Total,Total,18,06/01/2024,06/30/2024,2.467634026,Percent
1,IP,Stimulants,Total,Total,18,06/01/2024,06/30/2024,1.746459293,Percent
1,IP,Cannabis,Total,Total,18,06/01/2024,06/30/2024,1.638717525,Percent
1,IP,Benzodiazepine,Total,Total,18,06/01/2024,06/30/2024,0.418802676,Percent
1,IP,All Drugs,Total,Total,19,07/01/2024,07/31/2024,29.43841037,Percent
1,IP,All Opioids,Total,Total,19,07/01/2024,07/31/2024,2.61682243,Percent
1,IP,Stimulants,Total,Total,19,07/01/2024,07/31/2024,1.805169656,Percent
1,IP,Cannabis,Total,Total,19,07/01/2024,07/31/2024,1.668771575,Percent
1,IP,Benzodiazepine,Total,Total,19,07/01/2024,07/31/2024,0.454660268,Percent
1,IP,All Drugs,Total,Total,20,08/01/2024,08/31/2024,28.75202485,Percent
1,IP,All Opioids,Total,Total,20,08/01/2024,08/31/2024,2.641906448,Percent
1,IP,Stimulants,Total,Total,20,08/01/2024,08/31/2024,1.887076034,Percent
1,IP,Cannabis,Total,Total,20,08/01/2024,08/31/2024,1.67164877,Percent
1,IP,Benzodiazepine,Total,Total,20,08/01/2024,08/31/2024,0.45590421,Percent
1,IP,All Drugs,Total,Total,21,09/01/2024,09/30/2024,29.09279599,Percent
1,IP,All Opioids,Total,Total,21,09/01/2024,09/30/2024,2.504540344,Percent
1,IP,Stimulants,Total,Total,21,09/01/2024,09/30/2024,1.772896307,Percent
1,IP,Cannabis,Total,Total,21,09/01/2024,09/30/2024,1.643172187,Percent
1,IP,Benzodiazepine,Total,Total,21,09/01/2024,09/30/2024,0.370146156,Percent
1,IP,All Drugs,Total,Total,22,10/01/2024,10/31/2024,29.22767113,Percent
1,IP,All Opioids,Total,Total,22,10/01/2024,10/31/2024,2.474291468,Percent
1,IP,Stimulants,Total,Total,22,10/01/2024,10/31/2024,1.797533962,Percent
1,IP,Cannabis,Total,Total,22,10/01/2024,10/31/2024,1.614314247,Percent
1,IP,Benzodiazepine,Total,Total,22,10/01/2024,10/31/2024,0.412657016,Percent
1,IP,All Drugs,Total,Total,23,11/01/2024,11/30/2024,28.89993563,Percent
1,IP,All Opioids,Total,Total,23,11/01/2024,11/30/2024,2.474787211,Percent
1,IP,Stimulants,Total,Total,23,11/01/2024,11/30/2024,1.754166369,Percent
1,IP,Cannabis,Total,Total,23,11/01/2024,11/30/2024,1.634360918,Percent
1,IP,Benzodiazepine,Total,Total,23,11/01/2024,11/30/2024,0.404119877,Percent
1,IP,All Drugs,Total,Total,24,12/01/2024,12/31/2024,30.20894794,Percent
1,IP,All Opioids,Total,Total,24,12/01/2024,12/31/2024,2.299037659,Percent
1,IP,Stimulants,Total,Total,24,12/01/2024,12/31/2024,1.519806311,Percent
1,IP,Cannabis,Total,Total,24,12/01/2024,12/31/2024,1.507599032,Percent
1,IP,Benzodiazepine,Total,Total,24,12/01/2024,12/31/2024,0.417082053,Percent
2,ED,All Drugs,Urban-Rural,Large Central & Fringe Metro Areas,1,01/01/2023,01/31/2023,25.94323439,Percent
2,ED,All Opioids,Urban-Rural,Large Central & Fringe Metro Areas,1,01/01/2023,01/31/2023,1.031671853,Percent
2,ED,Stimulants,Urban-Rural,Large Central & Fringe Metro Areas,1,01/01/2023,01/31/2023,0.739443702,Percent
2,ED,Cannabis,Urban-Rural,Large Central & Fringe Metro Areas,1,01/01/2023,01/31/2023,0.938206169,Percent
2,ED,Benzodiazepine,Urban-Rural,Large Central & Fringe Metro Areas,1,01/01/2023,01/31/2023,0.14788874,Percent
2,ED,All Drugs,Urban-Rural,Large Central & Fringe Metro Areas,2,02/01/2023,02/28/2023,25.50419025,Percent
2,ED,All Opioids,Urban-Rural,Large Central & Fringe Metro Areas,2,02/01/2023,02/28/2023,1.115241636,Percent
2,ED,Stimulants,Urban-Rural,Large Central & Fringe Metro Areas,2,02/01/2023,02/28/2023,0.756447288,Percent
2,ED,Cannabis,Urban-Rural,Large Central & Fringe Metro Areas,2,02/01/2023,02/28/2023,0.992189423,Percent
2,ED,Benzodiazepine,Urban-Rural,Large Central & Fringe Metro Areas,2,02/01/2023,02/28/2023,0.177454244,Percent
2,ED,All Drugs,Urban-Rural,Large Central & Fringe Metro Areas,3,03/01/2023,03/31/2023,24.64451217,Percent
2,ED,All Opioids,Urban-Rural,Large Central & Fringe Metro Areas,3,03/01/2023,03/31/2023,1.017459976,Percent
2,ED,Stimulants,Urban-Rural,Large Central & Fringe Metro Areas,3,03/01/2023,03/31/2023,0.763661496,Percent
2,ED,Cannabis,Urban-Rural,Large Central & Fringe Metro Areas,3,03/01/2023,03/31/2023,0.942680067,Percent
2,ED,Benzodiazepine,Urban-Rural,Large Central & Fringe Metro Areas,3,03/01/2023,03/31/2023,0.169954339,Percent
2,ED,All Drugs,Urban-Rural,Large Central & Fringe Metro Areas,4,04/01/2023,04/30/2023,24.5452823,Percent
2,ED,All Opioids,Urban-Rural,Large Central & Fringe Metro Areas,4,04/01/2023,04/30/2023,1.077586207,Percent
2,ED,Stimulants,Urban-Rural,Large Central & Fringe Metro Areas,4,04/01/2023,04/30/2023,0.838385752,Percent
2,ED,Cannabis,Urban-Rural,Large Central & Fringe Metro Areas,4,04/01/2023,04/30/2023,0.979300872,Percent
