DrugRecordID,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,Facility ID,Address,City/Town,State,ZIP Code,Year,Month,Quarter,DURATION_DAYS,MedianIncome,Population,UnemploymentRate,PovertyRate,BachelorsDegreeOrHigher
1039,1,IP,All Drugs,Age,16-34 Years,7,2023-07-01,2023-07-31,33.13145707,Percent,WAYNE MEMORIAL HOSPITAL,110124,865 SOUTH FIRST STREET,JESUP,GA,31545,2023,7,2023Q3,30,74632.0,4995498.0,4.03,12.02,35.12
1039,1,IP,All Drugs,Age,16-34 Years,7,2023-07-01,2023-07-31,33.13145707,Percent,WAYNE MEMORIAL HOSPITAL,390125,601 PARK STREET,HONESDALE,PA,18431,2023,7,2023Q3,30,73824.0,4995132.0,3.96,11.93,34.85
1040,1,IP,All Opioids,Age,16-34 Years,7,2023-07-01,2023-07-31,3.835648973,Percent,TWIN COUNTY REGIONAL HOSPITAL,490115,200 HOSPITAL DRIVE,GALAX,VA,24333,2023,7,2023Q3,30,89931.0,5006229.0,4.07,12.09,34.89
1041,1,IP,Stimulants,Age,16-34 Years,7,2023-07-01,2023-07-31,3.313145707,Percent,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,240043,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,2023,7,2023Q3,30,85086.0,4985240.0,3.98,12.07,34.96
1042,1,IP,Cannabis,Age,16-34 Years,7,2023-07-01,2023-07-31,5.40315877,Percent,VALLEY BEHAVIORAL HEALTH SYSTEM,044006,10301 MAYO DRIVE,BARLING,AR,72923,2023,7,2023Q3,30,58700.0,5002194.0,4.04,11.9,35.15
1043,1,IP,Benzodiazepine,Age,16-34 Years,7,2023-07-01,2023-07-31,0.724379527,Percent,STILLWATER MEDICAL CENTER,370049,1323 WEST 6TH STREET,STILLWATER,OK,74076,2023,7,2023Q3,30,62138.0,5014700.0,3.96,12.08,35.15
1044,1,IP,All Drugs,Age,16-34 Years,8,2023-08-01,2023-08-31,32.46813983,Percent,STARR COUNTY MEMORIAL HOSPITAL,450654,128  N FM RD 3167,RIO GRANDE CITY,TX,78582,2023,8,2023Q3,30,75780.0,4981069.0,3.92,11.93,35.05
1045,1,IP,All Opioids,Age,16-34 Years,8,2023-08-01,2023-08-31,3.717993686,Percent,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,150193,10777 N ILLINOIS ST,CARMEL,IN,46032,2023,8,2023Q3,30,69477.0,5005971.0,4.07,12.11,34.88
1046,1,IP,Stimulants,Age,16-34 Years,8,2023-08-01,2023-08-31,3.215246112,Percent,DESOTO REGIONAL HEALTH SYSTEM,190118,207 JEFFERSON STREET,MANSFIELD,LA,71052,2023,8,2023Q3,30,58229.0,4985783.0,4.0,11.99,35.13
1047,1,IP,Cannabis,Age,16-34 Years,8,2023-08-01,2023-08-31,5.284695429,Percent,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",060113,7700 S BROADWAY,LITTLETON,CO,80122,2023,8,2023Q3,30,92911.0,5019895.0,3.98,12.04,34.88
1048,1,IP,Benzodiazepine,Age,16-34 Years,8,2023-08-01,2023-08-31,0.818426283,Percent,SKAGIT VALLEY HOSPITAL,500003,1415 KINCAID STREET,MOUNT VERNON,WA,98274,2023,8,2023Q3,30,94605.0,4984009.0,4.02,11.99,34.98
1049,1,IP,All Drugs,Age,16-34 Years,9,2023-09-01,2023-09-30,33.195385,Percent,SPARTANBURG MEDICAL CENTER,420007,101 E WOOD ST,SPARTANBURG,SC,29303,2023,9,2023Q3,29,67804.0,5006173.0,4.02,11.96,35.06
1050,1,IP,All Opioids,Age,16-34 Years,9,2023-09-01,2023-09-30,4.113368447,Percent,"PARK CENTER, INC",154060,1909 CAREW STREET,FORT WAYNE,IN,46805,2023,9,2023Q3,29,69477.0,5005971.0,4.07,12.11,34.88
1051,1,IP,Stimulants,Age,16-34 Years,9,2023-09-01,2023-09-30,2.984700276,Percent,SOUTHERN OCEAN MEDICAL CENTER,310113,1140 RT 72 W,MANAHAWKIN,NJ,8050,2023,9,2023Q3,29,99781.0,4994974.0,4.05,12.02,34.88
1052,1,IP,Cannabis,Age,16-34 Years,9,2023-09-01,2023-09-30,5.216955104,Percent,PROVIDENCE NEWBERG MEDICAL CENTER,380037,1001 PROVIDENCE DRIVE,NEWBERG,OR,97132,2023,9,2023Q3,29,80160.0,5023869.0,3.96,12.0,35.04
1053,1,IP,Benzodiazepine,Age,16-34 Years,9,2023-09-01,2023-09-30,0.576874843,Percent,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,4300 E FLAMINGO AVE,NAMPA,ID,83687,2023,9,2023Q3,29,74942.0,5013487.0,3.96,12.03,35.02
1054,1,IP,All Drugs,Age,16-34 Years,10,2023-10-01,2023-10-31,34.2445692,Percent,JAMAICA HOSPITAL MEDICAL CENTER,330014,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,2023,10,2023Q4,30,82095.0,5003284.0,3.93,11.92,35.17
1055,1,IP,All Opioids,Age,16-34 Years,10,2023-10-01,2023-10-31,3.551379058,Percent,BIG BEND REGIONAL MEDICAL CENTER,451378,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,2023,10,2023Q4,30,75780.0,4981069.0,3.92,11.93,35.05
1056,1,IP,Stimulants,Age,16-34 Years,10,2023-10-01,2023-10-31,2.953380522,Percent,BERKSHIRE MEDICAL CENTER,220046,725 NORTH STREET,PITTSFIELD,MA,1201,2023,10,2023Q4,30,99858.0,5022434.0,4.05,11.95,34.94
1057,1,IP,Cannabis,Age,16-34 Years,10,2023-10-01,2023-10-31,4.771784232,Percent,NORTON SOUND REGIONAL HOSPITAL,021308,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,2023,10,2023Q4,30,88121.0,5012227.0,4.0,11.98,35.03
1058,1,IP,Benzodiazepine,Age,16-34 Years,10,2023-10-01,2023-10-31,0.988528191,Percent,MERCY HOSPITAL OZARK,041303,801 WEST RIVER STREET,OZARK,AR,72949,2023,10,2023Q4,30,58700.0,5002194.0,4.04,11.9,35.15
1059,1,IP,All Drugs,Age,16-34 Years,11,2023-11-01,2023-11-30,34.35527502,Percent,CENTURA ST. CATHERINE-DODGE CITY,170175,3001 AVENUE A,DODGE CITY,KS,67801,2023,11,2023Q4,29,70333.0,4998042.0,3.96,12.1,35.16
1060,1,IP,All Opioids,Age,16-34 Years,11,2023-11-01,2023-11-30,3.593971403,Percent,JULIAN F KEITH ALCOHOL & DRUG ABUSE TX,344023,201 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,2023,11,2023Q4,29,70804.0,4990227.0,3.97,12.01,35.09
1061,1,IP,Stimulants,Age,16-34 Years,11,2023-11-01,2023-11-30,2.821074327,Percent,PHOEBE PUTNEY MEMORIAL HOSPITAL,110007,417 THIRD AVENUE,ALBANY,GA,31703,2023,11,2023Q4,29,74632.0,4995498.0,4.03,12.02,35.12
1062,1,IP,Cannabis,Age,16-34 Years,11,2023-11-01,2023-11-30,5.371634677,Percent,NOVANT HEALTH FORSYTH MEDICAL CENTER,340014,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,2023,11,2023Q4,29,70804.0,4990227.0,3.97,12.01,35.09
1063,1,IP,Benzodiazepine,Age,16-34 Years,11,2023-11-01,2023-11-30,0.566791189,Percent,GRAHAM HOSPITAL ASSOCIATION,140001,210 WEST WALNUT STREET,CANTON,IL,61520,2023,11,2023Q4,29,80306.0,5019028.0,4.0,12.06,35.0
1064,1,IP,All Drugs,Age,16-34 Years,12,2023-12-01,2023-12-31,32.55007704,Percent,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",050686,10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,2023,12,2023Q4,30,95521.0,4977549.0,4.0,11.91,35.07
1065,1,IP,All Opioids,Age,16-34 Years,12,2023-12-01,2023-12-31,3.068823832,Percent,ASPEN VALLEY HOSPITAL,061324,401 CASTLE CREEK RD,ASPEN,CO,81611,2023,12,2023Q4,30,92911.0,5019895.0,3.98,12.04,34.88
1066,1,IP,Stimulants,Age,16-34 Years,12,2023-12-01,2023-12-31,2.876219825,Percent,BLUEGRASS COMMUNITY HOSPITAL,181308,360 AMSDEN AVENUE,VERSAILLES,KY,40383,2023,12,2023Q4,30,61118.0,5003166.0,4.06,11.95,35.07
1067,1,IP,Cannabis,Age,16-34 Years,12,2023-12-01,2023-12-31,4.853620955,Percent,MISSOURI BAPTIST SULLIVAN HOSPITAL,261337,751 SAPPINGTON BRIDGE RD,SULLIVAN,MO,63080,2023,12,2023Q4,30,68545.0,5023881.0,4.06,11.91,34.95
1068,1,IP,Benzodiazepine,Age,16-34 Years,12,2023-12-01,2023-12-31,0.680534155,Percent,STEWARD CORAL GABLES HOSPITAL,100183,3100 DOUGLAS RD,CORAL GABLES,FL,33134,2023,12,2023Q4,30,73311.0,5001635.0,3.94,12.02,35.1
1069,1,IP,All Drugs,Age,16-34 Years,13,2024-01-01,2024-01-31,33.1687446,Percent,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,340158,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,2024,1,2024Q1,30,72889.0,4991531.0,4.07,11.99,35.17
1070,1,IP,All Opioids,Age,16-34 Years,13,2024-01-01,2024-01-31,3.308233551,Percent,BAY AREA HOSPITAL,380090,1775 THOMPSON ROAD,COOS BAY,OR,97420,2024,1,2024Q1,30,81750.0,5009126.0,4.04,12.03,34.9
1071,1,IP,Stimulants,Age,16-34 Years,13,2024-01-01,2024-01-31,2.666337489,Percent,ST MARY'S HOSPITAL,110006,1230 BAXTER STREET,ATHENS,GA,30606,2024,1,2024Q1,30,75989.0,4988915.0,3.92,12.1,34.97
1071,1,IP,Stimulants,Age,16-34 Years,13,2024-01-01,2024-01-31,2.666337489,Percent,ST MARY'S HOSPITAL,131321,701 LEWISTON ST,COTTONWOOD,ID,83522,2024,1,2024Q1,30,77186.0,4991549.0,3.99,11.88,34.91
1072,1,IP,Cannabis,Age,16-34 Years,13,2024-01-01,2024-01-31,4.33279842,Percent,ALTA VISTA REGIONAL HOSPITAL,321312,104 LEGION DRIVE,LAS VEGAS,NM,87701,2024,1,2024Q1,30,63302.0,5006287.0,4.03,12.03,35.06
1073,1,IP,Benzodiazepine,Age,16-34 Years,13,2024-01-01,2024-01-31,0.604863597,Percent,MCLEOD HEALTH CHERAW,420107,711 CHESTERFIELD HIGHWAY,CHERAW,SC,29520,2024,1,2024Q1,30,68662.0,4976308.0,4.0,12.08,35.11
1074,1,IP,All Drugs,Age,16-34 Years,14,2024-02-01,2024-02-29,33.82314353,Percent,INDIANA REGIONAL MEDICAL CENTER,390173,835 HOSPITAL ROAD,INDIANA,PA,15701,2024,2,2024Q1,28,75737.0,4980673.0,4.08,12.05,35.08
1075,1,IP,All Opioids,Age,16-34 Years,14,2024-02-01,2024-02-29,3.398058252,Percent,NATCHAUG HOSPITAL,074008,189 STORRS RD,MANSFIELD CENTER,CT,6250,2024,2,2024Q1,28,92956.0,5022824.0,4.01,12.12,35.0
1076,1,IP,Stimulants,Age,16-34 Years,14,2024-02-01,2024-02-29,2.833901863,Percent,FIRELANDS REGIONAL MEDICAL CENTER,360025,1111 HAYES AVENUE,SANDUSKY,OH,44870,2024,2,2024Q1,28,68786.0,5014783.0,3.97,12.11,34.89
1077,1,IP,Cannabis,Age,16-34 Years,14,2024-02-01,2024-02-29,5.379165573,Percent,LONGLEAF HOSPITAL,194022,44 VERSAILLES BLVD,ALEXANDRIA,LA,71303,2024,2,2024Q1,28,59669.0,4985818.0,4.07,11.91,35.05
1078,1,IP,Benzodiazepine,Age,16-34 Years,14,2024-02-01,2024-02-29,0.800314878,Percent,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,050292,26520 CACTUS AVENUE,MORENO VALLEY,CA,92555,2024,2,2024Q1,28,97901.0,4989131.0,3.96,11.99,34.93
1079,1,IP,All Drugs,Age,16-34 Years,15,2024-03-01,2024-03-31,34.55638729,Percent,MIZELL MEMORIAL HOSPITAL,010007,702 N MAIN ST,OPP,AL,36467,2024,3,2024Q1,30,64049.0,4990740.0,4.06,12.09,35.11
1080,1,IP,All Opioids,Age,16-34 Years,15,2024-03-01,2024-03-31,3.313289974,Percent,MAJOR HOSPITAL,150097,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,2024,3,2024Q1,30,70390.0,4975040.0,3.93,11.93,35.05
1081,1,IP,Stimulants,Age,16-34 Years,15,2024-03-01,2024-03-31,2.515646092,Percent,NORTHERN LIGHT SEBASTICOOK VALLEY HOSPITAL,201313,447 NORTH MAIN STREET,PITTSFIELD,ME,4967,2024,3,2024Q1,30,75296.0,4994687.0,4.04,12.06,35.02
1082,1,IP,Cannabis,Age,16-34 Years,15,2024-03-01,2024-03-31,5.338078292,Percent,LOGAN HEALTH MEDICAL CENTER,270051,310 SUNNYVIEW LANE,KALISPELL,MT,59901,2024,3,2024Q1,30,72074.0,5023507.0,3.96,12.03,35.08
1083,1,IP,Benzodiazepine,Age,16-34 Years,15,2024-03-01,2024-03-31,0.56448644,Percent,BOONE COUNTY HEALTH CENTER,281334,"P O BOX 151, 723 WEST FAIRVIEW ST",ALBION,NE,68620,2024,3,2024Q1,30,75956.0,4994672.0,3.97,11.98,35.14
1084,1,IP,All Drugs,Age,16-34 Years,16,2024-04-01,2024-04-30,34.71094711,Percent,OCEANS BEHAVIORAL HOSPITAL OF LONGVIEW,454117,615 CLINIC DR,LONGVIEW,TX,75605,2024,4,2024Q2,29,77908.0,5021848.0,4.06,12.11,35.03
1085,1,IP,All Opioids,Age,16-34 Years,16,2024-04-01,2024-04-30,3.640836408,Percent,WEST KENDALL BAPTIST HOSPITAL,100314,9555 SW 162 AVE,MIAMI,FL,33196,2024,4,2024Q2,29,75388.0,5001046.0,3.92,11.93,34.88
1086,1,IP,Stimulants,Age,16-34 Years,16,2024-04-01,2024-04-30,2.792127921,Percent,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,030139,9130 EAST ELLIOT ROAD,MESA,AZ,85212,2024,4,2024Q2,29,79498.0,4998877.0,4.06,12.04,35.15
1087,1,IP,Cannabis,Age,16-34 Years,16,2024-04-01,2024-04-30,5.338253383,Percent,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,264033,2828 N NATIONAL,SPRINGFIELD,MO,65803,2024,4,2024Q2,29,70301.0,4999377.0,3.95,12.05,35.02
1088,1,IP,Benzodiazepine,Age,16-34 Years,16,2024-04-01,2024-04-30,0.713407134,Percent,WEST CALCASIEU CAMERON HOSPITAL,190013,701 EAST CYPRESS STREET,SULPHUR,LA,70663,2024,4,2024Q2,29,59669.0,4985818.0,4.07,11.91,35.05
1089,1,IP,All Drugs,Age,16-34 Years,17,2024-05-01,2024-05-31,34.14430531,Percent,MEMORIAL HOSPITAL PEMBROKE,100230,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,2024,5,2024Q2,30,75388.0,5001046.0,3.92,11.93,34.88
1090,1,IP,All Opioids,Age,16-34 Years,17,2024-05-01,2024-05-31,3.029218843,Percent,ASCENSION SACRED HEART BAY,100026,615 N BONITA AVE,PANAMA CITY,FL,32401,2024,5,2024Q2,30,75388.0,5001046.0,3.92,11.93,34.88
1091,1,IP,Stimulants,Age,16-34 Years,17,2024-05-01,2024-05-31,2.838401908,Percent,CHILDREN'S HOSP OF LOS ANGELES,053302,"4650 SUNSET BLVD, MS 108",LOS ANGELES,CA,90027,2024,5,2024Q2,30,97901.0,4989131.0,3.96,11.99,34.93
1092,1,IP,Cannabis,Age,16-34 Years,17,2024-05-01,2024-05-31,4.913536076,Percent,BANNER FORT COLLINS MEDICAL CENTER,060126,4700 LADY MOON DR,FORT COLLINS,CO,80528,2024,5,2024Q2,30,94011.0,4996802.0,3.93,12.09,34.83
1093,1,IP,Benzodiazepine,Age,16-34 Years,17,2024-05-01,2024-05-31,0.751341682,Percent,FLORIDA STATE HOSPITAL UNIT 31 MED,100298,100 N MAIN ST,CHATTAHOOCHEE,FL,32324,2024,5,2024Q2,30,75388.0,5001046.0,3.92,11.93,34.88
1094,1,IP,All Drugs,Age,16-34 Years,18,2024-06-01,2024-06-30,33.35347432,Percent,NORMAN REGIONAL,370008,3300 HEALTHPLEX PKWY,NORMAN,OK,73072,2024,6,2024Q2,29,63248.0,4990612.0,4.08,12.01,34.86
1095,1,IP,All Opioids,Age,16-34 Years,18,2024-06-01,2024-06-30,3.069486405,Percent,SAINT ANTHONY MEDICAL CENTER,140233,5666 EAST STATE STREET,ROCKFORD,IL,61108,2024,6,2024Q2,29,81335.0,4994972.0,4.05,11.95,35.05
1096,1,IP,Stimulants,Age,16-34 Years,18,2024-06-01,2024-06-30,2.622356495,Percent,MERCY HOSPITAL PERRY,261311,434 NORTH WEST STREET,PERRYVILLE,MO,63775,2024,6,2024Q2,29,70301.0,4999377.0,3.95,12.05,35.02
1097,1,IP,Cannabis,Age,16-34 Years,18,2024-06-01,2024-06-30,5.135951662,Percent,LOUISVILLE VA MEDICAL CENTER,18006F,800 ZORN AVENUE,LOUISVILLE,KY,40206,2024,6,2024Q2,29,62817.0,4994795.0,4.05,11.91,35.02
1098,1,IP,Benzodiazepine,Age,16-34 Years,18,2024-06-01,2024-06-30,0.797583082,Percent,CHI HEALTH MERCY COUNCIL BLUFFS,160028,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,2024,6,2024Q2,29,73232.0,4981433.0,3.92,11.99,35.07
1099,1,IP,All Drugs,Age,16-34 Years,19,2024-07-01,2024-07-31,33.8140462,Percent,OVIEDO MEDICAL CENTER,100329,8300 RED BUG LAKE RD,OVIEDO,FL,32765,2024,7,2024Q3,30,75388.0,5001046.0,3.92,11.93,34.88
1100,1,IP,All Opioids,Age,16-34 Years,19,2024-07-01,2024-07-31,3.41188885,Percent,OSMOND GENERAL HOSPITAL,281347,402 NORTH MAPLE ST,OSMOND,NE,68765,2024,7,2024Q3,30,75956.0,4994672.0,3.97,11.98,35.14
1101,1,IP,Stimulants,Age,16-34 Years,19,2024-07-01,2024-07-31,2.591159573,Percent,BAPTIST MEDICAL CENTER-LEAKE,251315,1100 HIGHWAY 16 EAST,CARTHAGE,MS,39051,2024,7,2024Q3,30,55364.0,5013043.0,4.03,11.92,34.92
1102,1,IP,Cannabis,Age,16-34 Years,19,2024-07-01,2024-07-31,4.736780396,Percent,WINNEBAGO MENTAL HEALTH INSTITUTE,524002,4100 TREFFERT DR,WINNEBAGO,WI,54985,2024,7,2024Q3,30,75939.0,5005902.0,4.01,12.1,35.13
1103,1,IP,Benzodiazepine,Age,16-34 Years,19,2024-07-01,2024-07-31,0.762105757,Percent,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,050496,2540 EAST ST,CONCORD,CA,94520,2024,7,2024Q3,30,97901.0,4989131.0,3.96,11.99,34.93
1104,1,IP,All Drugs,Age,16-34 Years,20,2024-08-01,2024-08-31,33.58072619,Percent,NORTHWEST TEXAS HOSPITAL,450209,1501 S  COULTER ST,AMARILLO,TX,79106,2024,8,2024Q3,30,77908.0,5021848.0,4.06,12.11,35.03
1105,1,IP,All Opioids,Age,16-34 Years,20,2024-08-01,2024-08-31,3.37976707,Percent,SGMC HEALTH,110122,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31602,2024,8,2024Q3,30,75989.0,4988915.0,3.92,12.1,34.97
1106,1,IP,Stimulants,Age,16-34 Years,20,2024-08-01,2024-08-31,2.820278602,Percent,MERCY HOSPITAL SOUTHEAST,260110,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,2024,8,2024Q3,30,70301.0,4999377.0,3.95,12.05,35.02
1107,1,IP,Cannabis,Age,16-34 Years,20,2024-08-01,2024-08-31,4.864124229,Percent,HCA HOUSTON HEALTHCARE MEDICAL CENTER,450659,1313 HERMANN DR,HOUSTON,TX,77004,2024,8,2024Q3,30,77908.0,5021848.0,4.06,12.11,35.03
1108,1,IP,Benzodiazepine,Age,16-34 Years,20,2024-08-01,2024-08-31,0.787851108,Percent,FOND DU LAC COUNTY ACUTE PSYCH UNIT,524025,459 E FIRST ST,FOND DU LAC,WI,54935,2024,8,2024Q3,30,75939.0,5005902.0,4.01,12.1,35.13
1109,1,IP,All Drugs,Age,16-34 Years,21,2024-09-01,2024-09-30,34.75398061,Percent,ADVENTIST HEALTH AND RIDEOUT,050133,726 4TH ST,MARYSVILLE,CA,95901,2024,9,2024Q3,29,97901.0,4989131.0,3.96,11.99,34.93
1110,1,IP,All Opioids,Age,16-34 Years,21,2024-09-01,2024-09-30,3.35208907,Percent,CARLE FOUNDATION HOSPITAL,140091,611 WEST PARK STREET,URBANA,IL,61801,2024,9,2024Q3,29,81335.0,4994972.0,4.05,11.95,35.05
1111,1,IP,Stimulants,Age,16-34 Years,21,2024-09-01,2024-09-30,2.681671256,Percent,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,251338,47 SOUTH FOURTH ST,ROLLING FORK,MS,39159,2024,9,2024Q3,29,55364.0,5013043.0,4.03,11.92,34.92
1112,1,IP,Cannabis,Age,16-34 Years,21,2024-09-01,2024-09-30,4.788698671,Percent,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,050063,1300 N VERMONT AVE,LOS ANGELES,CA,90027,2024,9,2024Q3,29,97901.0,4989131.0,3.96,11.99,34.93
1113,1,IP,Benzodiazepine,Age,16-34 Years,21,2024-09-01,2024-09-30,0.598587334,Percent,MERCY HARVARD HOSPITAL,141335,901 S GRANT STREET,HARVARD,IL,60033,2024,9,2024Q3,29,81335.0,4994972.0,4.05,11.95,35.05
1114,1,IP,All Drugs,Age,16-34 Years,22,2024-10-01,2024-10-31,34.69935785,Percent,"GRANT-BLACKFORD MENTAL HEALTH, INC",154021,505 WABASH AVE,MARION,IN,46952,2024,10,2024Q4,30,70390.0,4975040.0,3.93,11.93,35.05
1115,1,IP,All Opioids,Age,16-34 Years,22,2024-10-01,2024-10-31,3.584354933,Percent,VALLE VISTA HEALTH SYSTEM,154024,898 E MAIN ST,GREENWOOD,IN,46143,2024,10,2024Q4,30,70390.0,4975040.0,3.93,11.93,35.05
1116,1,IP,Stimulants,Age,16-34 Years,22,2024-10-01,2024-10-31,2.498540572,Percent,BIG SANDY MEDICAL CENTER,271311,166 MONTANA AVE E,BIG SANDY,MT,59520,2024,10,2024Q4,30,72074.0,5023507.0,3.96,12.03,35.08
1117,1,IP,Cannabis,Age,16-34 Years,22,2024-10-01,2024-10-31,5.137186223,Percent,HCA FLORIDA PASADENA HOSPITAL,100126,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,2024,10,2024Q4,30,75388.0,5001046.0,3.92,11.93,34.88
1118,1,IP,Benzodiazepine,Age,16-34 Years,22,2024-10-01,2024-10-31,0.735551664,Percent,KERN MEDICAL CENTER,050315,1700 MOUNT VERNON AVENUE,BAKERSFIELD,CA,93306,2024,10,2024Q4,30,97901.0,4989131.0,3.96,11.99,34.93
1119,1,IP,All Drugs,Age,16-34 Years,23,2024-11-01,2024-11-30,35.83522871,Percent,UNIVERSITY OF MISSOURI HEALTH CARE,260141,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,2024,11,2024Q4,29,70301.0,4999377.0,3.95,12.05,35.02
1120,1,IP,All Opioids,Age,16-34 Years,23,2024-11-01,2024-11-30,3.424311347,Percent,OAKLEAF SURGICAL HOSPITAL,520196,1000 OAKLEAF WAY,ALTOONA,WI,54720,2024,11,2024Q4,29,75939.0,5005902.0,4.01,12.1,35.13
1121,1,IP,Stimulants,Age,16-34 Years,23,2024-11-01,2024-11-30,2.640889563,Percent,ATHENS LIMESTONE HOSPITAL,010079,700 WEST MARKET STREET,ATHENS,AL,35611,2024,11,2024Q4,29,64049.0,4990740.0,4.06,12.09,35.11
1122,1,IP,Cannabis,Age,16-34 Years,23,2024-11-01,2024-11-30,5.256507455,Percent,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,281314,"P O BOX 428, 531 BEEBE ST",OSCEOLA,NE,68651,2024,11,2024Q4,29,75956.0,4994672.0,3.97,11.98,35.14
1123,1,IP,Benzodiazepine,Age,16-34 Years,23,2024-11-01,2024-11-30,0.796057619,Percent,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,2024,11,2024Q4,29,79498.0,4998877.0,4.06,12.04,35.15
1124,1,IP,All Drugs,Age,16-34 Years,24,2024-12-01,2024-12-31,35.12437811,Percent,DEBORAH HEART AND LUNG CENTER,310031,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,2024,12,2024Q4,30,101972.0,4993073.0,4.0,12.02,35.11
1125,1,IP,All Opioids,Age,16-34 Years,24,2024-12-01,2024-12-31,2.985074627,Percent,RIO GRANDE STATE CENTER,454088,1401 RANGERVILLE ROAD,HARLINGEN,TX,78552,2024,12,2024Q4,30,77908.0,5021848.0,4.06,12.11,35.03
1126,1,IP,Stimulants,Age,16-34 Years,24,2024-12-01,2024-12-31,2.174840085,Percent,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,030084,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,2024,12,2024Q4,30,79498.0,4998877.0,4.06,12.04,35.15
1127,1,IP,Cannabis,Age,16-34 Years,24,2024-12-01,2024-12-31,4.591329069,Percent,UPHS MARQUETTE DLP HOSPITAL,230054,850 W BARAGA AVE,MARQUETTE,MI,49855,2024,12,2024Q4,30,70950.0,5013530.0,4.0,12.01,35.02
1128,1,IP,Benzodiazepine,Age,16-34 Years,24,2024-12-01,2024-12-31,0.611229566,Percent,MARYMOUNT HOSPITAL,360143,12300 MCCRACKEN ROAD,GARFIELD HEIGHTS,OH,44125,2024,12,2024Q4,30,68786.0,5014783.0,3.97,12.11,34.89
1129,1,IP,All Drugs,Age,35-54 Years,1,2023-01-01,2023-01-31,41.15833517,Percent,VAL VERDE REGIONAL MEDICAL CENTER,450154,801 BEDELL AVE,DEL RIO,TX,78840,2023,1,2023Q1,30,75780.0,4981069.0,3.92,11.93,35.05
1130,1,IP,All Opioids,Age,35-54 Years,1,2023-01-01,2023-01-31,5.725611099,Percent,OLATHE MEDICAL CENTER,170049,20333 WEST 151ST STREET,OLATHE,KS,66061,2023,1,2023Q1,30,70333.0,4998042.0,3.96,12.1,35.16
1131,1,IP,Stimulants,Age,35-54 Years,1,2023-01-01,2023-01-31,4.998898921,Percent,"COMMUNITY MEDICAL CENTER, INC",281352,"P O BOX 399, 3307 BILL SCHOCK BOULEVARD",FALLS CITY,NE,68355,2023,1,2023Q1,30,74590.0,5006508.0,3.95,11.93,34.98
1132,1,IP,Cannabis,Age,35-54 Years,1,2023-01-01,2023-01-31,2.609557366,Percent,CENTURA HEALTH-ST ANTHONY HOSPITAL,060015,11600 W 2ND PL,LAKEWOOD,CO,80228,2023,1,2023Q1,30,92911.0,5019895.0,3.98,12.04,34.88
1133,1,IP,Benzodiazepine,Age,35-54 Years,1,2023-01-01,2023-01-31,1.277251707,Percent,MCLAREN OAKLAND,230207,50 N PERRY ST,PONTIAC,MI,48342,2023,1,2023Q1,30,69183.0,5013349.0,4.02,11.96,35.04
1134,1,IP,All Drugs,Age,35-54 Years,2,2023-02-01,2023-02-28,41.11329253,Percent,WINNMED,161371,901 MONTGOMERY STREET,DECORAH,IA,52101,2023,2,2023Q1,27,71433.0,4977623.0,4.07,11.96,34.95
