Hospital Name,Year,VALUE
CENTRAL FLORIDA BEHAVIORAL HOSPITAL,2024,2.605863192
CENTRAL FLORIDA LAKE MONROE HOSPITAL,2023,5.970149254
CENTRAL FLORIDA LAKE MONROE HOSPITAL,2024,4.634961257
CENTRAL LOUISIANA STATE HOSPITAL,2023,2.970998203
CENTRAL MAINE MEDICAL CENTER,2023,9.265734266
CENTRAL MAINE MEDICAL CENTER,2024,2.474291468
CENTRAL MONTANA MEDICAL CENTER,2023,26.57177134
CENTRAL MONTANA MEDICAL CENTER,2024,35.86387435
CENTRAL PENINSULA GENERAL HOSPITAL,2023,26.006884683000003
CENTRAL REGIONAL HOSPITAL,2023,7.070707071
CENTRAL STATE HOSPITAL,2024,15.50877193
CENTRAL VALLEY MEDICAL CENTER - CAH,2023,26.25766871
CENTRAL VERMONT MEDICAL CENTER,2024,21.82628062
CENTRASTATE MEDICAL CENTER,2023,34.21052632
CENTRASTATE MEDICAL CENTER,2024,19.07073509
CENTRO CARDIOVASCULAR,2024,33.08510638
CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,2023,0.337647721
CENTRO MEDICO WILMA N VAZQUEZ,2023,10.65088757
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,2024,9.735390219000001
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2023,7.142857143
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2024,0.925126434
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2023,1.030927835
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2024,38.80597015
CENTURA HEALTH-ST ANTHONY HOSPITAL,2023,4.491277796
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,2023,58543.0
CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,2024,28.65090403
CENTURA ST. CATHERINE HOSPITAL-GARDEN CITY,2023,23.910651128
CENTURA ST. CATHERINE-DODGE CITY,2023,56.99504021
CGH MEDICAL CENTER,2023,0.052901306
CGH MEDICAL CENTER,2024,4.136253041
CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,2023,14.66542045
CHAMBERS MEMORIAL HOSPITAL,2024,2.048417132
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,2023,4.794520548
CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,2023,8.875739645
CHANDLER REGIONAL MEDICAL CENTER,2023,1.039737929
CHANDLER REGIONAL MEDICAL CENTER,2024,0.063774154
CHANGEPOINT PSYCHIATRIC HOSPITAL,2023,1.441241685
CHANGEPOINT PSYCHIATRIC HOSPITAL,2024,0.335931201
CHAPMAN GLOBAL MEDICAL CENTER,2024,20.246267842
CHARLES A CANNON JR MEMORIAL HOSPITAL,2024,21.16095106
CHARLES A DEAN MEMORIAL HOSPITAL,2024,52.17323327
CHARLESTON AREA MEDICAL CENTER,2023,31.44654088
CHARLESTON VA MEDICAL CENTER,2024,0.056096354
CHARLEVOIX AREA HOSPITAL,2023,3.65768979
CHARLOTTE HUNGERFORD HOSPITAL,2023,0.4764492
CHARLOTTE HUNGERFORD HOSPITAL,2024,1.015329484
CHASE COUNTY COMMUNITY HOSPITAL,2023,11.98630137
CHASE COUNTY COMMUNITY HOSPITAL,2024,14.19777489
CHATHAM HOSPITAL INC,2024,40.14423077
CHATUGE REGIONAL HOSPITAL,2023,2.635206357
CHATUGE REGIONAL HOSPITAL,2024,0.024456605
CHELSEA HOSPITAL,2023,22.32336368
CHELSEA HOSPITAL,2024,11.50442478
CHENANGO MEMORIAL HOSPITAL,2024,58.744509300000004
CHEROKEE INDIAN HOSPITAL AUTHORITY,2024,4.273504274
CHEROKEE MEDICAL CENTER,2023,5.813953488
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,2023,33.11382879
CHEROKEE REGIONAL MEDICAL CENTER,2023,30.92485549
CHEROKEE REGIONAL MEDICAL CENTER,2024,22.07792208
CHERRY COUNTY HOSPITAL,2023,0.06729928
CHERRY COUNTY HOSPITAL,2024,1.459854015
CHERRY HOSPITAL,2023,8.227848101
CHESAPEAKE GENERAL HOSPITAL,2023,5.179875575
CHESHIRE MEDICAL CENTER,2024,12.42236025
CHESTER COUNTY HOSPITAL,2024,2.597402597
CHEYENNE COUNTY HOSPITAL,2023,19.942924293
CHEYENNE REGIONAL MEDICAL CENTER,2024,0.0
CHEYENNE VA MEDICAL CENTER,2024,10.40462428
CHI HEALTH - MERCY CORNING,2023,39.78494624
CHI HEALTH BERGAN MERCY,2024,28.295140525
CHI HEALTH GOOD SAMARITAN,2024,29.864766469000003
CHI HEALTH IMMANUEL,2023,0.0
CHI HEALTH IMMANUEL,2024,27.10084034
CHI HEALTH LAKESIDE,2023,26.404433356000002
CHI HEALTH MERCY COUNCIL BLUFFS,2023,12.30769231
CHI HEALTH MERCY COUNCIL BLUFFS,2024,0.797583082
CHI HEALTH MIDLANDS,2023,17.973296703
CHI HEALTH MISSOURI VALLEY,2024,39.358189529
CHI HEALTH NEBRASKA HEART,2024,38.051948055000004
CHI HEALTH PLAINVIEW HOSPITAL,2023,1.63749074
CHI HEALTH PLAINVIEW HOSPITAL,2024,37.91821561
CHI HEALTH SCHUYLER,2023,10.25399812
CHI HEALTH SCHUYLER,2024,14.14253898
CHI HEALTH ST. ELIZABETH,2023,33.339818909
CHI HEALTH ST. FRANCIS,2023,15.72327044
CHI HEALTH ST. FRANCIS,2024,25.65447424
CHI HEALTH ST. MARY'S,2023,28.50515677
CHI HEALTH ST. MARY'S,2024,5.321100917
CHI MEMORIAL HOSPITAL- GEORGIA,2024,11.89072327
CHI MERCY HEALTH,2024,0.013542062
CHI OAKES HOSPITAL,2023,15.56031406
CHI SAINT JOSEPH BEREA NF,2023,0.36871747
CHI SAINT JOSEPH BEREA NF,2024,1.643172187
CHI SAINT JOSEPH FLAGET MEMORIAL HOSPITAL,2023,61.81202763
CHI ST ALEXIUS HEALTH,2024,5.263157895
CHI ST ALEXIUS HEALTH DEVILS LAKE,2024,20.71428571
CHI ST ALEXIUS HEALTH DICKINSON,2024,6.41025641
CHI ST ALEXIUS HEALTH TURTLE LAKE,2024,3.414634146
CHI ST ALEXIUS HEALTH WILLISTON,2023,45.07462687
CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,2024,0.770901955
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,2024,5.357142857
CHI ST LUKE'S HEALTH BRAZOSPORT,2024,2.620396601
CHI ST LUKES HEALTH MEMORIAL LIVINGSTON,2024,21.15384615
CHI ST LUKES HEALTH MEMORIAL LUFKIN,2024,3.314917127
CHI ST LUKES LAKESIDE HOSPITAL,2023,1.408450704
CHI ST VINCENT MORRILTON,2023,31.955143836
CHI ST. VINCENT HOSPITAL HOT SPRINGS,2023,0.013220081
CHI ST. VINCENT HOSPITAL HOT SPRINGS,2024,5.555555556
CHI-ST VINCENT INFIRMARY,2023,11.36363636
CHI-ST VINCENT INFIRMARY,2024,0.549935501
CHICAGO BEHAVIORAL HOSPITAL,2023,7.54166858
CHICAGO BEHAVIORAL HOSPITAL,2024,2.366863905
CHICAGO READ MENTAL HEALTH CENTER,2023,3.048780488
CHICAGO READ MENTAL HEALTH CENTER,2024,2.781289507
CHICKASAW NATION MEDICAL CENTER,2023,0.0
CHICOT MEMORIAL MEDICAL CENTER,2023,56884.0
CHICOT MEMORIAL MEDICAL CENTER,2024,1.559372915
CHILD AND ADOLESCENT BEHAVIORAL HEALTH HOSPITAL,2023,11.88118812
CHILD AND ADOLESCENT BEHAVIORAL HEALTH HOSPITAL,2024,37.87878788
CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,2023,40.25038567
CHILDREN'S HOME OF PITTSBURGH,2023,6.276150628
CHILDREN'S HOSP OF LOS ANGELES,2023,2.597402597
CHILDREN'S HOSP OF LOS ANGELES,2024,2.838401908
CHILDREN'S HOSPITAL AT MISSION,2023,24.67532468
CHILDREN'S HOSPITAL AT MISSION,2024,1.458841178
CHILDREN'S HOSPITAL COLORADO,2023,3.7229763279999997
CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,2023,2.199767469
CHILDREN'S HOSPITAL OF MICHIGAN,2023,8.904109589
CHILDREN'S HOSPITAL OF MICHIGAN,2024,13.49693252
CHILDREN'S HOSPITAL OF ORANGE COUNTY,2023,24.51361868
CHILDREN'S HOSPITAL OF ORANGE COUNTY,2024,14.07980941
CHILDREN'S HOSPITAL OF PHILADELPHIA,2024,0.746283122
CHILDREN'S HOSPITAL OF SAN ANTONIO,2024,0.303759517
CHILDREN'S HOSPITALS & CLINICS OF MN,2023,17.20430108
CHILDREN'S HOSPITALS & CLINICS OF MN,2024,7.96460177
CHILDREN'S MERCY SOUTH,2023,0.028673835
CHILDREN'S MERCY SOUTH,2024,8.431372549
CHILDREN'S NATIONAL HOSPITAL,2023,4.256165473
CHILDREN'S NATIONAL HOSPITAL,2024,2.623194562
CHILDREN'S NEBRASKA,2023,14.443913452
CHILDREN'S SPECIALIZED HOSPITAL,2023,4.929577465
CHILDREN'S SPECIALIZED HOSPITAL,2024,0.67549311
CHILDRENS HOSPITAL,2023,19.325128132
CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,2023,1.036831483
CHILDRENS HOSPITAL OF WISCONSIN,2024,1.265822785
CHILDRENS HOSPITAL OF WISCONSIN FOX VALLEY,2024,1.226993865
CHILDRENS MEDICAL CENTER PLANO,2023,24.34553123
CHILDRENS MEDICAL CTR OF DALLAS,2023,1.860465116
CHILDRESS REGIONAL MEDICAL CENTER,2023,2.5
CHILLICOTHE VA MEDICAL CENTER,2023,28.57142857
CHILTON MEDICAL CENTER,2024,51.123037167
CHINESE HOSPITAL,2023,6.41509434
CHINESE HOSPITAL,2024,0.605082695
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,2024,6.936744847
CHINO VALLEY MEDICAL CENTER,2023,5.599371511
CHIPPEWA COUNTY HOSPITAL,2023,2.1600672249999997
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,2023,3.639514731
CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,2024,1.408450704
CHIPPEWA VALLEY HOSPITAL,2024,11.52037618
CHOATE MENTAL HEALTH & DEVELOPMENT CTR,2024,10.528934664
CHOCTAW HEALTH CENTER,2023,0.572600028
CHOCTAW HEALTH CENTER,2024,22.10526316
CHOCTAW MEMORIAL HOSPITAL,2023,36.50519031
CHOCTAW NATION HEALTH SERVICES AUTHORITY,2024,0.802139037
CHOCTAW REGIONAL MEDICAL CENTER,2023,14.0522486
CHOCTAW REGIONAL MEDICAL CENTER,2024,2.702702703
CHRIST HOSPITAL,2024,0.694813103
CHRISTIAN HOSPITAL NORTHEAST,2024,15.124967516
CHRISTIANA HOSPITAL,2024,5.814072932
CHRISTUS CENTRAL LOUISIANA SURGICAL HOSPITAL,2023,9.373814042
CHRISTUS CENTRAL LOUISIANA SURGICAL HOSPITAL,2024,3.333333333
CHRISTUS COUSHATTA HEALTH CARE CENTER,2023,6.471816284
CHRISTUS COUSHATTA HEALTH CARE CENTER,2024,0.879507476
CHRISTUS GOOD SHEPHERD MEDICAL CENTER,2023,1.666666667
CHRISTUS JASPER MEMORIAL HOSPITAL,2024,0.274454175
CHRISTUS MOTHER FRANCES HOSPITAL,2024,2.739726027
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,2024,5.831494842
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,2023,18.93491124
CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO,2023,2.619047619
CHRISTUS OCHSNER LAKE AREA HOSPITAL,2023,27.655337115
CHRISTUS OCHSNER ST PATRICK HOSPITAL,2023,0.0
CHRISTUS OCHSNER ST PATRICK HOSPITAL,2024,0.925925926
CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,2024,0.914634146
CHRISTUS SANTA ROSA MEDICAL CENTER,2023,2.702702703
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,2023,0.175426574
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,2024,13.23741007
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2024,2.572463768
CHRISTUS SOUTHERN NEW MEXICO,2023,21.977994323999997
CHRISTUS SPOHN HOSPITAL ALICE,2024,2.614379085
CHRISTUS SPOHN HOSPITAL BEEVILLE,2023,19.44444444
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,2023,0.092274043
CHRISTUS SPOHN HOSPITAL KLEBERG,2023,0.598491663
CHRISTUS ST FRANCES CABRINI HOSPITAL,2023,2.670494769
CHRISTUS ST FRANCES CABRINI HOSPITAL,2024,1.249609497
CHRISTUS ST MICHAEL HEALTH SYSTEM,2023,13.60655738
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,2023,4.4006041709999995
CHSLI ST JOSEPH HOSPITAL,2024,1.097178683
CIBOLA GENERAL HOSPITAL,2023,2.760133965
CIBOLA GENERAL HOSPITAL,2024,3.348214286
CIMARRON MEMORIAL HOSPITAL,2023,27.86885246
CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,2024,0.270574972
CINCINNATI VA MEDICAL CENTER,2024,3.569046031
"CIRCLES OF CARE, INC",2023,3.205128205
"CIRCLES OF CARE, INC",2024,2.176983797
CITIZENS BAPTIST MEDICAL CENTER,2024,5.087440381
CITIZENS MEDICAL CENTER,2023,14.18918919
CITIZENS MEDICAL CENTER,2024,18.1640625
CITIZENS MEMORIAL HOSPITAL,2023,42.867118735
CJW MEDICAL CENTER,2023,0.146591742
CLAIBORNE COUNTY HOSPITAL,2023,31.899484731
CLAIBORNE MEDICAL CENTER,2023,1.032735506
CLAIBORNE MEMORIAL MEDICAL CENTER,2024,7.662835249
CLARA BARTON HOSPITAL,2023,14.27254925
CLARA BARTON HOSPITAL,2024,5.183901197
CLARA MAASS MEDICAL CENTER,2023,46.53465347
CLARA MAASS MEDICAL CENTER,2024,1.746459293
CLAREMORE INDIAN HOSPITAL,2024,2.666666667
CLARINDA REGIONAL HEALTH CENTER,2023,4.945054945
CLARINDA REGIONAL HEALTH CENTER,2024,25.37313433
CLARION HOSPITAL,2024,4.970760234
CLARION PSYCHIATRIC CENTER,2023,0.934805105
CLARK FORK VALLEY HOSPITAL,2023,2.8621534119999996
CLARK MEMORIAL HOSPITAL,2023,2.857142857
CLARK MEMORIAL HOSPITAL,2024,0.0
CLARK REGIONAL MEDICAL CENTER,2024,14.749008106
CLARKE COUNTY HOSPITAL,2023,72.49735493
CLARKS SUMMIT STATE HOSPITAL,2023,0.702225678
CLARKSBURG VA MEDICAL CENTER,2024,25.51205888
CLAXTON-HEPBURN MEDICAL CENTER,2024,0.970873786
CLAY COUNTY HOSPITAL,2023,70.297202426
CLAY COUNTY MEDICAL CENTER,2023,4.347826087
CLAY COUNTY MEDICAL CENTER,2024,2.577071291
CLAY COUNTY MEDICAL CORPORATION,2023,10.01757469
CLAY COUNTY MEDICAL CORPORATION,2024,2.611940299
CLAY COUNTY MEMORIAL HOSPITAL,2024,11.82108626
CLEAR VISTA HEALTH & WELLNESS,2023,1.646090535
CLEARWATER VALLEY HOSPITAL & CLINICS,2023,15.503675082
CLEVELAND AREA HOSPITAL,2023,1.935483871
CLEVELAND CLINIC,2024,0.534759358
CLEVELAND CLINIC AVON HOSPITAL,2024,1.217391304
CLEVELAND CLINIC CHILDREN'S HOSPITAL FOR REHAB,2023,46.15384615
CLEVELAND CLINIC HOSPITAL,2024,23.095354472
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,2023,12.821659107
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,2023,42.22773813
CLEVELAND EMERGENCY HOSPITAL,2023,1.358454155
CLIFTON SPRINGS HOSPITAL AND CLINIC,2024,30.5019305
CLIFTON-FINE HOSPITAL,2024,23.17880795
CLINCH MEMORIAL HOSPITAL,2024,1.259453304
CLINCH VALLEY MEDICAL CENTER,2023,27.94376098
CLINTON MEMORIAL HOSPITAL,2024,1.966065176
CLINTON REGIONAL HOSPITAL,2024,0.461883795
CLIVE BEHAVIORAL HEALTH,2023,13.201403717
CLOUD COUNTY HEALTH CENTER,2024,5.670996519
CLOVIS COMMUNITY MEDICAL CENTER,2023,16.04046243
CLOVIS COMMUNITY MEDICAL CENTER,2024,0.026845638
"COAL COUNTY GENERAL HOSPITAL, INC.",2023,5.551969012
COALINGA REGIONAL MEDICAL CENTER,2023,21.99363213
COALINGA REGIONAL MEDICAL CENTER,2024,1.277416245
COAST PLAZA HOSPITAL,2023,25.96566524
COAST PLAZA HOSPITAL,2024,0.605838293
COASTAL CAROLINA HOSPITAL,2024,0.978792822
COASTAL COMMUNITIES HOSPITAL,2023,5.211761536
COASTAL HARBOR TREATMENT CENTER,2024,22.974322758
COATESVILLE VA MEDICAL CENTER,2024,8.214285714
COBLESKILL REGIONAL HOSPITAL,2024,40.30418251
COBRE VALLEY REGIONAL MEDICAL CENTER,2024,19.706959704
COCHRAN MEMORIAL HOSPITAL,2023,2.608695652
CODY REGIONAL HEALTH,2024,31.92517612
"COFFEE REGIONAL MEDICAL CENTER, INC",2023,13.27967807
"COFFEE REGIONAL MEDICAL CENTER, INC",2024,9.289617486
COFFEY COUNTY HOSPITAL,2023,1.114491229
COFFEY COUNTY HOSPITAL,2024,3.159426315
COGDELL MEMORIAL HOSPITAL,2023,3.614457831
COLEMAN COUNTY MEDICAL CENTER COMPANY,2023,7.426991684
"COLISEUM MEDICAL CENTERS, LLC, DBA",2023,65.89069668
COLLEGE HOSPITAL,2023,16.00877193
COLLEGE HOSPITAL COSTA MESA,2024,3.285979063
COLLEGE MEDICAL CENTER,2024,26.109890708
COLLETON MEDICAL CENTER,2023,5.755395683
COLLINGSWORTH GENERAL HOSPITAL,2024,1.293016704
COLORADO MENTAL HEALTH HOSPITAL IN FORT LOGAN,2023,41.696756031
COLORADO MENTAL HEALTH HOSPITAL IN PUEBLO,2023,0.475624257
COLORADO MENTAL HEALTH HOSPITAL IN PUEBLO,2024,20.14925373
COLORADO RIVER MEDICAL CENTER,2023,16.294224124
COLQUITT REGIONAL MEDICAL CENTER,2023,36.231521287
COLUMBIA BASIN HOSPITAL,2024,15.38461538
COLUMBIA MEMORIAL HOSPITAL,2023,8.639308856
COLUMBIA MO VA MEDICAL CENTER,2023,0.087526344
COLUMBIA MO VA MEDICAL CENTER,2024,7.134417886
COLUMBIA SC VA MEDICAL CENTER,2024,3.047619048
COLUMBUS COMMUNITY HOSPITAL,2024,2.870813398
"COLUMBUS COMMUNITY HOSPITAL, INC",2023,0.852272727
"COLUMBUS COMMUNITY HOSPITAL, INC",2024,0.726825843
COLUMBUS REGIONAL HEALTHCARE SYSTEM,2024,27.28084026
COLUMBUS REGIONAL HOSPITAL,2023,39.20324291
COLUSA MEDICAL CENTER,2023,8.441175507
COMANCHE COUNTY HOSPITAL,2024,15.112529508
COMANCHE COUNTY MEDICAL CENTER,2024,5.179282869
COMANCHE COUNTY MEMORIAL HOSPITAL,2023,0.358422939
COMMONWEALTH HEALTH CENTER,2024,0.0
COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,2023,1.05013443
COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,2024,5.357142857
COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BEMIDJI,2023,28.063901135
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ALEXANDRIA,2023,1.429584121
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ALEXANDRIA,2024,9.570072585
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,2023,10.97560976
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,2024,6.201550388
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,2023,1.232032854
COMMUNITY BEHAVIORAL HEALTH HOSPITAL ROCHESTER,2024,0.129071445
COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,2023,22.87390029
COMMUNITY BEHAVIORAL HOSPITAL FERGUS FALLS,2024,2.631578947
COMMUNITY CARE HOSPITAL,2023,0.066287023
COMMUNITY CARE HOSPITAL,2024,0.0
COMMUNITY FIRST MEDICAL CENTER,2024,5.7130400120000004
COMMUNITY HOSPITAL,2024,73.6757087
COMMUNITY HOSPITAL ASSOCIATION,2023,0.0
COMMUNITY HOSPITAL ASSOCIATION,2024,45.45454545
COMMUNITY HOSPITAL EAST,2023,0.607335527
COMMUNITY HOSPITAL EAST,2024,5.660377358
COMMUNITY HOSPITAL INC,2023,6.09757928
COMMUNITY HOSPITAL NORTH,2024,30.855365264
COMMUNITY HOSPITAL OF ANACONDA,2023,4.849653596
COMMUNITY HOSPITAL OF ANACONDA,2024,3.488372093
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,2023,2.7018282940000002
COMMUNITY HOSPITAL OF BREMEN INC,2024,39.182659679000004
COMMUNITY HOSPITAL OF HUNTINGTON PARK,2023,34.53417328
COMMUNITY HOSPITAL OF SAN BERNARDINO,2023,47.05882353
COMMUNITY HOSPITAL OF SAN BERNARDINO,2024,4.390243902
COMMUNITY HOSPITAL OF STAUNTON,2023,0.543478261
COMMUNITY HOSPITAL OF STAUNTON,2024,2.380952381
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,2024,17.068178957999997
"COMMUNITY HOSPITAL SOUTH, INC.",2023,2.380952381
"COMMUNITY HOSPITAL SOUTH, INC.",2024,2.06185567
"COMMUNITY HOSPITAL, LLC",2024,0.094039352
"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",2024,40.521086784
COMMUNITY HOSPITALS AND WELLNESS CENTERS,2023,1.235305838
COMMUNITY HOWARD REGIONAL HEALTH INC.,2024,21.258034895999998
COMMUNITY MEDICAL CENTER,2024,21.924341046
"COMMUNITY MEDICAL CENTER, INC",2023,4.998898921
"COMMUNITY MEDICAL CENTER, INC",2024,1.478743068
"COMMUNITY MEMORIAL HEALTHCARE, INC.",2023,2.7962738849999997
COMMUNITY MEMORIAL HOSPITAL,2023,37.433980155
COMMUNITY MEMORIAL HOSPITAL - OJAI,2023,1.767015707
COMMUNITY MEMORIAL HOSPITAL - OJAI,2024,16.66666667
COMMUNITY MEMORIAL HOSPITAL - VENTURA,2023,9.302325581
COMMUNITY MEMORIAL HOSPITAL - VENTURA,2024,31.08108108
COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,2023,4.755067816
"COMMUNITY MEMORIAL HOSPITAL, INC",2024,2.407584958
COMMUNITY MENTAL HEALTH CENTER INC,2023,30.018197472
COMMUNITY REGIONAL MEDICAL CENTER,2023,0.106080302
COMMUNITY REGIONAL MEDICAL CENTER,2024,6.666666667
"COMPASS BEHAVIORAL CENTER OF ALEXANDRIA, INC",2024,9.267378184
"COMPASS BEHAVIORAL CENTER OF HOUMA, LLC",2023,0.355067786
"COMPASS BEHAVIORAL CENTER OF HOUMA, LLC",2024,47.32142857
COMPASS BEHAVIORAL CENTER OF LAFAYETTE,2023,6.911527373
COMPASS INTERVENTION CENTER,2024,36.95652174
COMPASS MEMORIAL HEALTHCARE,2023,25.94840668
COMPASS MEMORIAL HEALTHCARE,2024,0.100908174
COMPASS SENIOR CARE HOSPITAL,2023,4.470359572
COMPASS SENIOR CARE HOSPITAL,2024,5.011286682
CONCHO COUNTY HOSPITAL,2024,27.02149437
CONCORD HOSPITAL,2023,5.058365759
CONCORD HOSPITAL- FRANKLIN,2023,15.918680473999999
CONCORD HOSPITAL- LACONIA,2023,36.36363636
CONCORD HOSPITAL- LACONIA,2024,1.724137931
CONEMAUGH MEMORIAL MEDICAL CENTER,2023,1.618683786
CONEMAUGH MEYERSDALE MEDICAL CENTER,2024,37.88049605
CONEMAUGH MINERS MEDICAL CENTER,2024,1.125703565
CONEMAUGH NASON MEDICAL CENTER,2023,1.020408163
CONFLUENCE HEALTH HOSPITAL,2023,1.496259352
CONNALLY MEMORIAL MEDICAL CENTER,2024,1.23162618
CONNECTICUT BEHAVIORAL HEALTH HOSPITAL,2023,28.195848022
CONNECTICUT CHILDRENS MEDICAL CENTER,2023,13.287173701
CONNECTICUT MENTAL HEALTH CENTER,2024,55930.242020145
CONNECTICUT VALLEY HOSP,2023,41.40435835
CONNECTICUT VALLEY HOSP,2024,5.634227177
CONTRA COSTA REGIONAL MEDICAL CENTER,2023,4.608294931
CONTRA COSTA REGIONAL MEDICAL CENTER,2024,32.74478331
CONWAY BEHAVIORAL HEALTH,2023,6.25
CONWAY BEHAVIORAL HEALTH,2024,4.255319149
CONWAY MEDICAL CENTER,2024,4.651162791
"CONWAY REGIONAL MEDICAL CENTER, INC",2023,0.0
"CONWAY REGIONAL MEDICAL CENTER, INC",2024,1.923076923
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,2023,1.633165829
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,2024,1.031991744
COOK CHILDRENS MEDICAL CENTER,2024,1.904804191
COOK CHILDRENS MEDICAL CENTER PROSPER,2023,1.652892562
COOK HOSPITAL,2023,2.094240838
COOK HOSPITAL,2024,3.738317757
COOKEVILLE REGIONAL MEDICAL CENTER,2023,1.75198467
"COOLEY DICKINSON HOSPITAL INC,THE",2023,4.081632653
"COOLEY DICKINSON HOSPITAL INC,THE",2024,0.0
COON MEMORIAL HOSPITAL,2024,2.325581395
COOPER UNIVERSITY HOSPITAL,2023,9.64982625
COOPERMAN BARNABAS MEDICAL CENTER,2023,2.083333333
COOPERSTOWN MEDICAL CENTER,2023,38.21656051
COOSA VALLEY MEDICAL CENTER,2023,0.039965568
COOSA VALLEY MEDICAL CENTER,2024,0.045279955
COPIAH COUNTY MEDICAL CENTER,2024,32.380610695
COPLEY HOSPITAL,2023,4.166666667
COPLEY MEMORIAL HOSPITAL,2023,158700.225806452
COPPER QUEEN COMMUNITY HOSPITAL,2023,14.85355649
COPPER QUEEN COMMUNITY HOSPITAL,2024,22.42424242
COPPER SPRINGS EAST- GILBERT,2023,0.754974364
COPPER SPRINGS EAST- GILBERT,2024,0.0
COQUILLE VALLEY HOSPITAL,2024,0.803166678
CORAL SHORES BEHAVIORAL HEALTH,2023,1.449275362
CORAL SHORES BEHAVIORAL HEALTH,2024,0.0
CORDELL MEMORIAL HOSPITAL,2023,26.53957905
CORDOVA COMMUNITY MEDICAL CENTER,2024,6.121304791
COREWELL HEALTH BIG RAPIDS HOSPITAL,2023,27.88949924
COREWELL HEALTH GERBER HOSPITAL,2023,5.737704918
COREWELL HEALTH GERBER HOSPITAL,2024,3.623188406
COREWELL HEALTH LUDINGTON HOSPITAL,2023,27.145649367
COREWELL HEALTH PENNOCK HOSPITAL,2024,15.522182733
COREWELL HEALTH REED CITY HOSPITAL,2023,18.141274502999998
COREWELL HEALTH TRENTON HOSPITAL,2023,30.8707124
COREWELL HEALTH TRENTON HOSPITAL,2024,0.714285714
COREWELL HEALTH WATERVLIET HOSPITAL,2023,33.83458647
COREWELL HEALTH WATERVLIET HOSPITAL,2024,0.6
COREWELL HEALTH WAYNE HOSPITAL,2023,6.925606393
COREWELL HEALTH ZEELAND HOSPITAL,2023,17.629459145000002
CORNERSTONE REGIONAL HOSPITAL,2023,1.662462159
CORNING HOSPITAL,2024,0.095082527
CORONA REGIONAL MEDICAL CENTER,2023,1.513514352
"CORPUS CHRISTI MEDICAL CENTER,THE",2023,42.25031082
CORTERRA OF WICHITA LLC,2023,0.904469326
CORTERRA OF WICHITA LLC,2024,1.315789474
CORYELL MEMORIAL HOSPITAL,2023,163084.0
COSHOCTON REGIONAL MEDICAL CENTER,2024,12.46753247
COTEAU DES PRAIRIES HEALTH CARE SYSTEM,2023,4.712041885
